email_id,subject,participants,time,time_normalized,location,topic,processed_at
3218,Fw: Indisponibilidade para a reuniao,Secretaria Academica,,,remoto - zoom,calendario de avaliacoes,2026-07-24T21:42:42.405605
3655,Re: Cancelamento de reuniao,Secretaria Academica,sexta as 14h30,2026-05-08T14:30:00,remoto - zoom,Re: Cancelamento de reuniao,2026-07-24T21:42:42.583816
3370,RE: Re: Marcacao de reuniao,Carolina Silva,terca as 11h,2026-04-07T11:00:00,remoto - zoom,avaliacao continua,2026-07-24T21:42:42.728937
4962,Fw: Reuniao sem efeito,Professor Luis Almeida,,,presencial - biblioteca,planeamento de aulas,2026-07-24T21:42:42.885608
92,RE: Disponibilidade para reuniao,Professor Luis Almeida,dia 22 as 17h,2026-03-22T17:00:00,remoto - zoom,horarios do semestre,2026-07-24T21:42:43.041467
2093,Necessidade de remarcar,Professora Sofia Carvalho,antes do seminario,,remoto - zoom,acompanhamento pedagogico,2026-07-24T21:42:43.190326
7682,Tudo certo para a reuniao,Professora Ana Costa,segunda de manha,2026-03-02T06:00:00/2026-03-02T12:00:00,presencial - gabinete 3.12,coordenacao da unidade curricular,2026-07-24T21:42:43.334990
8304,Re: Imprevisto - calendario de avaliacoes,Carolina Silva,depois de almoco,,presencial - secretaria,calendario de avaliacoes,2026-07-24T21:42:43.568376
6994,Fw: Confirmado,Prof. Ricardo Mendes,na proxima semana,2026-03-16T00:00:00/2026-03-22T23:59:59,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:42:43.690623
9746,RE: Confirmado,Prof. Ricardo Mendes,,,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:42:43.825257
6057,RE: Remarcacao de reuniao,Professora Sofia Carvalho,amanha as 10h,2026-03-13T10:00:00,presencial - secretaria,revisao bibliografica,2026-07-24T21:42:44.068741
1554,RE: Confirmado,Miguel Santos,,,presencial - gabinete de orientacao,RE: Confirmado,2026-07-24T21:42:44.211175
6305,Agendamento - revisao do plano de trabalhos,Miguel Santos,sexta as 14h30,2026-02-20T14:30:00,presencial - sala de reunioes do departamento,revisao do plano de trabalhos,2026-07-24T21:42:44.359965
8477,Re: Ponto de situacao,Secretaria Academica,na proxima semana,2026-03-09T00:00:00/2026-03-15T23:59:59,remoto - zoom,revisao bibliografica,2026-07-24T21:42:44.509600
473,Re: Imprevisto - distribuicao de servico docente,Coordenacao de Mestrado,,,remoto - zoom,distribuicao de servico docente,2026-07-24T21:42:44.679011
8087,Fw: Remarcacao de reuniao,Professora Ana Costa,,,presencial - laboratorio de informatica,coordenacao da unidade curricular,2026-07-24T21:42:44.840254
8729,Fw: Confirmacao - processo de estagio,Rita Fernandes,segunda de manha,2026-02-09T06:00:00/2026-02-09T12:00:00,remoto - zoom,processo de estagio,2026-07-24T21:42:44.999296
6108,Indisponibilidade para a reuniao,Secretaria Academica,antes do seminario,,presencial - sala 2.3,revisao do plano de trabalhos,2026-07-24T21:42:45.160627
1448,RE: Indisponibilidade para a reuniao,Secretaria Academica,segunda de manha,2026-04-27T06:00:00/2026-04-27T12:00:00,remoto - zoom,horarios do semestre,2026-07-24T21:42:45.314041
6770,RE: Agendamento - relatorio de progresso,Secretaria Academica,antes do seminario,,remoto - zoom,relatorio de progresso,2026-07-24T21:42:45.466994
3816,Re: Reuniao sem efeito,Prof. Ricardo Mendes,dia 22 as 17h,2026-03-22T17:00:00,presencial - biblioteca,Prof. Ricardo Mendes,2026-07-24T21:42:45.596953
1910,Fw: Necessidade de remarcar,Professora Ana Costa,quarta a tarde,2026-02-25T12:00:00/2026-02-25T18:00:00,remoto - google meet,horarios do semestre,2026-07-24T21:42:45.753839
9034,Ponto de situacao,Professor Luis Almeida,durante a manha,2026-02-08T06:00:00/2026-02-08T12:00:00,presencial - sala B104,credibilidade dos dados recolhidos,2026-07-24T21:42:45.891271
2628,Re: Confirmacao - orientacao da dissertacao,Professora Sofia Carvalho,,,presencial - gabinete da direcao,orientacao da dissertacao,2026-07-24T21:42:46.050760
5587,Fw: Disponibilidade para reuniao,Ana Martins,depois da aula,,presencial - auditorio principal,horarios do semestre,2026-07-24T21:42:46.196710
1849,Reuniao sobre horarios do semestre,Secretaria Academica,,,presencial - gabinete de orientacao,horarios do semestre,2026-07-24T21:42:46.364085
3644,Fw: Tudo certo para a reuniao,Professora Sofia Carvalho,depois da aula,,presencial - gabinete de orientacao,Professora Sofia Carvalho,2026-07-24T21:42:46.505999
2274,RE: Necessidade de remarcar,Conselho Pedagogico,terca as 11h,2026-03-10T11:00:00,presencial - sala B104,pedido de equivalencias,2026-07-24T21:42:46.651516
8422,Confirmado,Conselho Pedagogico,,,presencial - secretaria,Conselho Pedagogico,2026-07-24T21:42:46.801471
3682,Pedido de reuniao,Professora Ana Costa,terca as 11h,2026-05-26T11:00:00,remoto - teams,preparacao da apresentacao,2026-07-24T21:42:46.963631
5838,Re: Remarcacao de reuniao,Professor Luis Almeida,amanha as 10h,2026-03-23T10:00:00,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:42:47.143975
9857,Fw: Indisponibilidade para a reuniao,Professora Sofia Carvalho,3.12,2026-04-17T03:12:00,presencial - gabinete 3.12,Professora Sofia Carvalho,2026-07-24T21:42:47.293091
5782,Fw: Tudo certo para a reuniao,Conselho Pedagogico,sexta as 14h30,2026-03-20T14:30:00,presencial - laboratorio de informatica,orientacao da dissertacao,2026-07-24T21:42:47.546724
3799,RE: Reuniao sobre acompanhamento pedagogico,Gabinete de Estagios,amanha as 15h,2026-04-30T15:00:00,presencial - gabinete da direcao,acompanhamento pedagogico,2026-07-24T21:42:47.702347
9337,Fw: Imprevisto - relatorio de progresso,Professor Luis Almeida,,,presencial - sala 2.3,relatorio de progresso,2026-07-24T21:42:47.855378
5496,Fw: Indisponibilidade para a reuniao,Secretaria Academica,sexta as 14h30,2026-03-13T14:30:00,remoto - zoom,Secretaria Academica,2026-07-24T21:42:48.004587
7652,RE: Reuniao confirmada,Secretaria Academica,,,remoto - zoom,Secretaria Academica,2026-07-24T21:42:48.155254
5417,Fw: Confirmacao - planeamento de aulas,Joao Pereira,,,remoto - zoom,planeamento de aulas,2026-07-24T21:42:48.314646
4225,Fw: Confirmacao - relatorio de progresso,Miguel Santos,,,remoto - zoom,relatorio de progresso,2026-07-24T21:42:48.452220
5661,Re: Ponto de situacao,Secretaria Academica,quinta as 16h,2026-05-28T16:00:00,presencial - gabinete da direcao,distribuicao de servico docente,2026-07-24T21:42:48.626195
5248,Fw: Confirmacao - preparacao da defesa,Professora Sofia Carvalho,,,presencial - secretaria,preparacao da defesa,2026-07-24T21:42:48.790731
1017,RE: Confirmado,Prof. Ricardo Mendes,,,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:42:48.938738
5204,RE: Confirmacao - coordenacao da unidade curricular,Secretaria Academica,,,presencial - laboratorio de informatica,coordenacao da unidade curricular,2026-07-24T21:42:49.095458
1032,Cancelamento de reuniao,Professora Ana Costa,,,presencial - auditorio principal,submissao de artigo,2026-07-24T21:42:49.264044
3880,Re: Tudo certo para a reuniao,Conselho Pedagogico,,,presencial - sala de reunioes do departamento,Conselho Pedagogico,2026-07-24T21:42:49.405881
2202,Fw: Entrega de relatorio,Professor Luis Almeida,,,,Professor Luis Almeida,2026-07-24T21:42:49.541373
3964,Re: Disponibilidade para reuniao,Secretaria Academica,,,presencial - gabinete de orientacao,pedido de equivalencias,2026-07-24T21:42:49.695704
1641,Re: Tudo certo para a reuniao,Rita Fernandes,,,presencial - secretaria,orientacao da dissertacao,2026-07-24T21:42:49.863616
3442,Fw: Reuniao sem efeito,Professora Ana Costa,dia 22 as 17h,2026-04-22T17:00:00,remoto - zoom,Fw: Reuniao sem efeito,2026-07-24T21:42:50.020969
5845,Re: Agendamento - distribuicao de servico docente,Prof. Ricardo Mendes,amanha as 15h,2026-04-06T15:00:00,remoto - zoom,distribuicao de servico docente,2026-07-24T21:42:50.204739
3850,Fw: Cancelamento de reuniao,Professor Luis Almeida,segunda de manha,2026-05-04T06:00:00/2026-05-04T12:00:00,presencial - auditorio principal,Professor Luis Almeida,2026-07-24T21:42:50.359444
403,RE: Indisponibilidade para a reuniao,Professora Sofia Carvalho,,,presencial - sala 2.3,coordenacao da unidade curricular,2026-07-24T21:42:50.530526
3853,Fw: Cancelamento de reuniao,Rita Fernandes,amanha as 10h,2026-05-04T10:00:00,remoto - zoom,relatorio de progresso,2026-07-24T21:42:50.761516
2365,Fw: Tudo certo para a reuniao,Professora Ana Costa,segunda de manha,2026-02-09T06:00:00/2026-02-09T12:00:00,remoto - zoom,orientacao da dissertacao,2026-07-24T21:42:50.920215
8392,Fw: Necessidade de remarcar,Miguel Santos,sexta as 14h30,2026-05-08T14:30:00,presencial - gabinete 3.12,submissao de artigo,2026-07-24T21:42:51.072575
1439,Re: Re: Marcacao de reuniao,Prof. Ricardo Mendes,,,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:42:51.205081
9037,Confirmado,Secretaria Academica,,,presencial - sala B104,Secretaria Academica,2026-07-24T21:42:51.335668
6924,Re: Confirmacao - planeamento de aulas,Joao Pereira,dia 22 as 17h,2026-06-22T17:00:00,presencial - laboratorio de informatica,planeamento de aulas,2026-07-24T21:42:51.499445
6795,Re: Marcacao de reuniao,Prof. Ricardo Mendes,segunda de manha,2026-06-01T06:00:00/2026-06-01T12:00:00,presencial - biblioteca,distribuicao de servico docente,2026-07-24T21:42:51.655790
5909,Re: Ponto de situacao,Prof. Ricardo Mendes,amanha as 15h,2026-03-15T15:00:00,presencial - gabinete da direcao,validacao de atas,2026-07-24T21:42:51.827035
6048,Fw: Pedido de reuniao,Professor Luis Almeida,sexta as 14h30,2026-05-29T14:30:00,remoto - zoom,analise dos resultados dos estudantes,2026-07-24T21:42:51.995132
9770,Reuniao confirmada,Secretaria Academica,3.12,2026-02-25T03:12:00,presencial - gabinete 3.12,validacao de atas,2026-07-24T21:42:52.146660
4331,RE: Reuniao confirmada,Professor Luis Almeida,quinta as 16h,2026-02-26T16:00:00,remoto - zoom,distribuicao de servico docente,2026-07-24T21:42:52.305900
1316,Re: Remarcacao de reuniao,Secretaria Academica,amanha as 10h,2026-02-06T10:00:00,presencial - secretaria,orientacao da dissertacao,2026-07-24T21:42:52.467177
1992,RE: Indisponibilidade para a reuniao,Secretaria Academica,,,remoto - zoom,distribuicao de servico docente,2026-07-24T21:42:52.631089
8569,RE: Reuniao sobre acompanhamento pedagogico,Professora Sofia Carvalho,quarta a tarde,2026-03-18T12:00:00/2026-03-18T18:00:00,presencial - gabinete 3.12,acompanhamento pedagogico,2026-07-24T21:42:52.792483
4077,RE: Reuniao confirmada,Coordenacao de Mestrado,na proxima semana,2026-05-18T00:00:00/2026-05-24T23:59:59,remoto - zoom,relatorio de progresso,2026-07-24T21:42:52.939632
5317,Tudo certo para a reuniao,Secretaria Academica,,,remoto - zoom,Secretaria Academica,2026-07-24T21:42:53.091607
8130,Re: Reuniao sem efeito,Professora Sofia Carvalho,,,presencial - sala B104,submissao de artigo,2026-07-24T21:42:53.242878
2147,Re: Disponibilidade para reuniao,Prof. Ricardo Mendes,,,presencial - sala de reunioes do departamento,coordenacao da unidade curricular,2026-07-24T21:42:53.392912
2784,Reuniao sem efeito,Prof. Ricardo Mendes,,,remoto - zoom,processo de estagio,2026-07-24T21:42:53.549577
507,RE: Pedido de reuniao,Professor Luis Almeida,dia 18 as 9h30,2026-02-18T09:30:00,remoto - zoom,revisao bibliografica,2026-07-24T21:42:53.780706
1515,Fw: Confirmacao - validacao de atas,Prof. Ricardo Mendes,,,remoto - zoom,validacao de atas,2026-07-24T21:42:53.922307
7321,Re: Agendamento - pedido de equivalencias,Professora Ana Costa,segunda de manha,2026-03-23T06:00:00/2026-03-23T12:00:00,remoto - zoom,pedido de equivalencias,2026-07-24T21:42:54.085115
462,Fw: Agendamento - submissao de artigo,Secretaria Academica,na proxima semana,2026-02-16T00:00:00/2026-02-22T23:59:59,remoto - zoom,submissao de artigo,2026-07-24T21:42:54.236130
3597,Re: Imprevisto - relatorio de progresso,Professor Luis Almeida,na proxima semana,2026-03-30T00:00:00/2026-04-05T23:59:59,presencial - secretaria,relatorio de progresso,2026-07-24T21:42:54.393576
3533,Fw: Marcacao de reuniao,Mariana Lopes,na proxima semana,2026-03-09T00:00:00/2026-03-15T23:59:59,presencial - sala B104,coordenacao da unidade curricular,2026-07-24T21:42:54.536612
6777,RE: Cancelamento de reuniao,Prof. Ricardo Mendes,,,remoto - zoom,avaliacao continua,2026-07-24T21:42:54.691667
2432,Re: Cancelamento de reuniao,Prof. Ricardo Mendes,,,remoto - zoom,calendario de avaliacoes,2026-07-24T21:42:54.847655
8086,RE: Tudo certo para a reuniao,Professora Ana Costa,,,remoto - zoom,RE: Tudo certo para a reuniao,2026-07-24T21:42:54.988644
5478,Fw: Confirmacao - orientacao da dissertacao,Secretaria Academica,,,remoto - zoom,orientacao da dissertacao,2026-07-24T21:42:55.119683
9620,Reuniao confirmada,Secretaria Academica,,,presencial - sala B104,Secretaria Academica,2026-07-24T21:42:55.272240
5578,Re: Necessidade de remarcar,Diretor do Curso,durante a manha,2026-03-01T06:00:00/2026-03-01T12:00:00,remoto - zoom,preparacao da defesa,2026-07-24T21:42:55.423058
4647,Fw: Atualizacao de processo,Professor Luis Almeida,,,,Fw: Atualizacao de processo,2026-07-24T21:42:55.566233
3775,Fw: Disponibilidade para reuniao,Professora Ana Costa,antes do seminario,,presencial - biblioteca,calendario de avaliacoes,2026-07-24T21:42:55.723959
2532,Fw: Pedido de reuniao,Coordenacao de Mestrado,dia 22 as 17h,2026-05-22T17:00:00,remoto - zoom,pedido de equivalencias,2026-07-24T21:42:55.871822
4305,RE: Pedido de esclarecimento,Mariana Lopes,,,,declaracao de presenca no portal academico,2026-07-24T21:42:56.029043
4328,RE: Reuniao sem efeito,Professor Luis Almeida,,,remoto - zoom,distribuicao de servico docente,2026-07-24T21:42:56.215687
5227,RE: Disponibilidade para reuniao,Gabinete de Estagios,segunda de manha,2026-05-25T06:00:00/2026-05-25T12:00:00,presencial - sala B104,preparacao da defesa,2026-07-24T21:42:56.377176
8722,Imprevisto - coordenacao da unidade curricular,Coordenacao de Mestrado,,,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:42:56.609843
7970,Imprevisto - revisao bibliografica,Professora Ana Costa,,,remoto - zoom,revisao bibliografica,2026-07-24T21:42:56.760916
9383,Fw: Agendamento - submissao de artigo,Secretaria Academica,antes do seminario,,presencial - sala de reunioes do departamento,submissao de artigo,2026-07-24T21:42:56.916076
6564,RE: Informacao academica,Ana Martins,,,,submissao dos elementos de avaliacao,2026-07-24T21:42:57.062238
5316,RE: Disponibilidade para reuniao,Professora Sofia Carvalho,antes do seminario,,remoto - zoom,relatorio de progresso,2026-07-24T21:42:57.222228
3559,Fw: Disponibilidade para reuniao,Professora Sofia Carvalho,quarta a tarde,2026-05-13T12:00:00/2026-05-13T18:00:00,presencial - auditorio principal,planeamento de aulas,2026-07-24T21:42:57.377339
7128,Fw: Documentacao em falta,Mariana Lopes,,,,relatorio de progresso,2026-07-24T21:42:57.518133
8201,Fw: Disponibilidade para reuniao,Ana Martins,amanha as 15h,2026-05-04T15:00:00,presencial - sala B104,avaliacao continua,2026-07-24T21:42:57.679669
8890,Reuniao sem efeito,Professora Ana Costa,,,remoto - zoom,credibilidade dos dados recolhidos,2026-07-24T21:42:57.822524
4361,Reuniao sem efeito,Conselho Pedagogico,quinta as 16h,2026-04-23T16:00:00,remoto - teams,Conselho Pedagogico,2026-07-24T21:42:57.965242
7994,RE: Indisponibilidade para a reuniao,Mariana Lopes,durante a manha,2026-02-11T06:00:00/2026-02-11T12:00:00,presencial - sala de reunioes do departamento,revisao bibliografica,2026-07-24T21:42:58.113404
9451,Fw: Marcacao de reuniao,Secretaria Academica,sexta as 14h30,2026-02-27T14:30:00,remoto - teams,revisao do plano de trabalhos,2026-07-24T21:42:58.292877
1283,Fw: Marcacao de reuniao,Ana Martins,depois de almoco,,presencial - gabinete da direcao,acompanhamento pedagogico,2026-07-24T21:42:58.485403
6037,RE: Confirmacao - credibilidade dos dados recolhidos,Professora Sofia Carvalho,depois da aula,,presencial - gabinete de orientacao,credibilidade dos dados recolhidos,2026-07-24T21:42:58.641801
7912,Fw: Disponibilidade para reuniao,Coordenacao de Mestrado,antes do seminario,,remoto - zoom,calendario de avaliacoes,2026-07-24T21:42:58.872155
1339,Fw: Imprevisto - processo de estagio,Professora Sofia Carvalho,,,remoto - zoom,processo de estagio,2026-07-24T21:42:59.028184
860,Re: Disponibilidade para reuniao,Conselho Pedagogico,depois de almoco,,remoto - zoom,preparacao da apresentacao,2026-07-24T21:42:59.198029
1677,Re: Imprevisto - proposta de projeto,Conselho Pedagogico,antes do seminario,,presencial - biblioteca,proposta de projeto,2026-07-24T21:42:59.368427
1645,Reuniao sobre orientacao da dissertacao,Diretor do Curso,quarta a tarde,2026-02-11T12:00:00/2026-02-11T18:00:00,remoto - zoom,orientacao da dissertacao,2026-07-24T21:42:59.525105
4287,Pedido de esclarecimento,Professora Ana Costa,,,,apreciacao do conselho cientifico,2026-07-24T21:42:59.660124
90,RE: Ponto de situacao,Professor Luis Almeida,amanha as 10h,2026-03-25T10:00:00,presencial - gabinete de orientacao,pedido de equivalencias,2026-07-24T21:42:59.811257
2847,Fw: Agendamento - credibilidade dos dados recolhidos,Joao Pereira,quinta as 16h,2026-02-19T16:00:00,remoto - google meet,credibilidade dos dados recolhidos,2026-07-24T21:43:00.024427
4479,RE: Indisponibilidade para a reuniao,Ana Martins,,,remoto - teams,coordenacao da unidade curricular,2026-07-24T21:43:00.186171
3520,Fw: Documentacao em falta,Diretor do Curso,,,,Fw: Documentacao em falta,2026-07-24T21:43:00.338596
6031,RE: Tudo certo para a reuniao,Professor Luis Almeida,,,remoto - teams,Professor Luis Almeida,2026-07-24T21:43:00.472681
8881,RE: Envio de documentos,Prof. Ricardo Mendes,,,,Prof. Ricardo Mendes,2026-07-24T21:43:00.622058
9542,Fw: Indisponibilidade para a reuniao,Professora Sofia Carvalho,,,remoto - zoom,Fw: Indisponibilidade para a reuniao,2026-07-24T21:43:00.818848
3503,RE: Informacao academica,Secretaria Academica,,,,preparacao da apresentacao,2026-07-24T21:43:00.963341
6877,Re: Tudo certo para a reuniao,Ana Martins,,,remoto - zoom,acompanhamento pedagogico,2026-07-24T21:43:01.111087
162,RE: Cancelamento de reuniao,Conselho Pedagogico,,,presencial - secretaria,relatorio de progresso,2026-07-24T21:43:01.282648
2927,Re: Tudo certo para a reuniao,Secretaria Academica,,,presencial - sala 2.3,Secretaria Academica,2026-07-24T21:43:01.417780
6830,Tudo certo para a reuniao,Prof. Ricardo Mendes,quarta a tarde,2026-03-04T12:00:00/2026-03-04T18:00:00,presencial - secretaria,validacao de atas,2026-07-24T21:43:01.577245
2874,Fw: Tudo certo para a reuniao,Professora Ana Costa,dia 18 as 9h30,2026-02-18T09:30:00,remoto - zoom,validacao de atas,2026-07-24T21:43:01.730130
7234,Re: Confirmacao - relatorio de progresso,Professor Luis Almeida,,,presencial - auditorio principal,relatorio de progresso,2026-07-24T21:43:01.861369
7880,Fw: Documentacao em falta,Professor Luis Almeida,,,,Fw: Documentacao em falta,2026-07-24T21:43:01.995367
3824,Re: Agendamento - preparacao da apresentacao,Diretor do Curso,depois da aula,,remoto - zoom,preparacao da apresentacao,2026-07-24T21:43:02.157972
9435,Reuniao sem efeito,Professora Ana Costa,,,remoto - zoom,Reuniao sem efeito,2026-07-24T21:43:02.303947
609,RE: Envio de documentos,Secretaria Academica,,,,RE: Envio de documentos,2026-07-24T21:43:02.485773
1458,Re: Reuniao sem efeito,Secretaria Academica,,,remoto - zoom,preparacao da apresentacao,2026-07-24T21:43:02.643519
445,Fw: Imprevisto - preparacao da apresentacao,Professora Sofia Carvalho,,,remoto - zoom,preparacao da apresentacao,2026-07-24T21:43:02.827293
8231,Fw: Confirmado,Prof. Ricardo Mendes,antes do seminario,,presencial - biblioteca,processo de estagio,2026-07-24T21:43:02.994254
6712,Re: Confirmacao - revisao bibliografica,Secretaria Academica,,,remoto - zoom,revisao bibliografica,2026-07-24T21:43:03.145340
5856,RE: Cancelamento de reuniao,Secretaria Academica,dia 22 as 17h,2026-06-22T17:00:00,presencial - sala B104,relatorio de progresso,2026-07-24T21:43:03.314640
8447,RE: Confirmacao - planeamento de aulas,Gabinete de Estagios,,,remoto - zoom,planeamento de aulas,2026-07-24T21:43:03.455132
1885,Fw: Reuniao sem efeito,Mariana Lopes,depois de almoco,,remoto - zoom,Mariana Lopes,2026-07-24T21:43:03.599895
5028,Re: Confirmacao - pedido de equivalencias,Professora Sofia Carvalho,,,remoto - zoom,pedido de equivalencias,2026-07-24T21:43:03.740368
621,Fw: Atualizacao de processo,Prof. Ricardo Mendes,,,,Fw: Atualizacao de processo,2026-07-24T21:43:03.877803
7211,Fw: Cancelamento de reuniao,Professora Ana Costa,segunda de manha,2026-06-08T06:00:00/2026-06-08T12:00:00,remoto - zoom,Fw: Cancelamento de reuniao,2026-07-24T21:43:04.016767
6113,Re: Reuniao sem efeito,Secretaria Academica,,,presencial - sala B104,Secretaria Academica,2026-07-24T21:43:04.168265
1013,Re: Marcacao de reuniao,Joao Pereira,,,remoto - zoom,Joao Pereira,2026-07-24T21:43:04.315338
4047,Re: Marcacao de reuniao,Ana Martins,quarta a tarde,2026-03-04T12:00:00/2026-03-04T18:00:00,remoto - google meet,preparacao da apresentacao,2026-07-24T21:43:04.476009
3923,Fw: Confirmado,Conselho Pedagogico,ao final do dia,,remoto - zoom,Conselho Pedagogico,2026-07-24T21:43:04.619752
7764,Fw: Confirmado,Secretaria Academica,quinta as 16h,2026-06-04T16:00:00,remoto - zoom,Secretaria Academica,2026-07-24T21:43:04.758308
3942,Re: Confirmacao - planeamento de aulas,Secretaria Academica,,,remoto - zoom,planeamento de aulas,2026-07-24T21:43:04.912506
8105,Atualizacao de processo,Professor Luis Almeida,,,,exercicios praticos,2026-07-24T21:43:05.055517
7248,Fw: Confirmado,Prof. Ricardo Mendes,,,remoto - zoom,Prof. Ricardo Mendes,2026-07-24T21:43:05.191660
4839,Imprevisto - coordenacao da unidade curricular,Professora Sofia Carvalho,antes do seminario,,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:43:05.345401
7537,Confirmacao - proposta de projeto,Coordenacao de Mestrado,,,remoto - zoom,proposta de projeto,2026-07-24T21:43:05.474400
5996,RE: Entrega de relatorio,Professora Ana Costa,,,,pedido de equivalencias,2026-07-24T21:43:05.621593
5216,RE: Pedido de reuniao,Professora Sofia Carvalho,sexta as 14h30,2026-02-20T14:30:00,presencial - auditorio principal,preparacao da apresentacao,2026-07-24T21:43:05.776902
6889,RE: Agendamento - relatorio de progresso,Secretaria Academica,quarta a tarde,2026-05-27T12:00:00/2026-05-27T18:00:00,presencial - sala 2.3,relatorio de progresso,2026-07-24T21:43:05.929810
3796,Re: Reuniao sobre acompanhamento pedagogico,Coordenacao de Mestrado,quinta as 16h,2026-06-04T16:00:00,presencial - gabinete 3.12,acompanhamento pedagogico,2026-07-24T21:43:06.086262
9730,RE: Indisponibilidade para a reuniao,Secretaria Academica,,,remoto - zoom,processo de estagio,2026-07-24T21:43:06.229391
5426,Fw: Reuniao confirmada,Gabinete de Estagios,,,remoto - google meet,Gabinete de Estagios,2026-07-24T21:43:06.370261
2815,Indisponibilidade para a reuniao,Joao Pereira,durante a manha,2026-03-03T06:00:00/2026-03-03T12:00:00,presencial - laboratorio de informatica,credibilidade dos dados recolhidos,2026-07-24T21:43:06.527581
5233,Tudo certo para a reuniao,Carolina Silva,amanha as 15h,2026-02-15T15:00:00,presencial - secretaria,avaliacao continua,2026-07-24T21:43:06.672515
8937,RE: Indisponibilidade para a reuniao,Rita Fernandes,antes do seminario,,presencial - auditorio principal,Rita Fernandes,2026-07-24T21:43:06.821130
8659,RE: Reuniao sem efeito,Professora Ana Costa,quinta as 16h,2026-02-19T16:00:00,remoto - zoom,RE: Reuniao sem efeito,2026-07-24T21:43:06.979345
8303,Fw: Confirmacao - acompanhamento pedagogico,Gabinete de Estagios,dia 18 as 9h30,2026-03-18T09:30:00,presencial - secretaria,acompanhamento pedagogico,2026-07-24T21:43:07.126224
2454,Fw: Reuniao sobre credibilidade dos dados recolhidos,Professora Sofia Carvalho,segunda de manha,2026-02-23T06:00:00/2026-02-23T12:00:00,remoto - zoom,credibilidade dos dados recolhidos,2026-07-24T21:43:07.290118
3723,Re: Agendamento - preparacao da apresentacao,Secretaria Academica,quinta as 16h,2026-03-12T16:00:00,remoto - zoom,preparacao da apresentacao,2026-07-24T21:43:07.440414
9844,RE: Reuniao sem efeito,Professora Sofia Carvalho,,,remoto - zoom,preparacao da apresentacao,2026-07-24T21:43:07.596019
7731,Re: Cancelamento de reuniao,Professora Ana Costa,,,presencial - secretaria,credibilidade dos dados recolhidos,2026-07-24T21:43:07.745268
2701,Marcacao de reuniao,Coordenacao de Mestrado,depois de almoco,,presencial - secretaria,distribuicao de servico docente,2026-07-24T21:43:07.905624
3975,Fw: Confirmacao - coordenacao da unidade curricular,Professor Luis Almeida,terca as 11h,2026-05-19T11:00:00,remoto - zoom,coordenacao da unidade curricular,2026-07-24T21:43:08.143654
1194,Reuniao sem efeito,Professor Luis Almeida,segunda de manha,2026-03-09T06:00:00/2026-03-09T12:00:00,presencial - sala de reunioes do departamento,Professor Luis Almeida,2026-07-24T21:43:08.290671
1086,RE: Marcacao de reuniao,Secretaria Academica,ao final do dia,,remoto - zoom,pedido de equivalencias,2026-07-24T21:43:08.448346
3728,RE: Reuniao sem efeito,Professora Ana Costa,dia 18 as 9h30,2026-04-18T09:30:00,presencial - gabinete de orientacao,Professora Ana Costa,2026-07-24T21:43:08.606513
7697,Re: Reuniao sem efeito,Diretor do Curso,dia 22 as 17h,2026-02-22T17:00:00,remoto - zoom,validacao de atas,2026-07-24T21:43:08.787225
7573,Disponibilidade para reuniao,Gabinete de Estagios,depois da aula,,presencial - laboratorio de informatica,acompanhamento pedagogico,2026-07-24T21:43:08.937197
3535,Re: Ponto de situacao,Diretor do Curso,sexta as 14h30,2026-03-27T14:30:00,presencial - sala B104,validacao de atas,2026-07-24T21:43:09.098787
617,RE: Ponto de situacao,Coordenacao de Mestrado,,,remoto - zoom,preparacao da defesa,2026-07-24T21:43:09.335461
4743,Fw: Agendamento - revisao bibliografica,Professora Ana Costa,antes do seminario,,presencial - gabinete da direcao,revisao bibliografica,2026-07-24T21:43:09.490807
2348,Re: Imprevisto - processo de estagio,Secretaria Academica,,,presencial - sala de reunioes do departamento,processo de estagio,2026-07-24T21:43:09.638059
3741,Reuniao sem efeito,Conselho Pedagogico,antes do seminario,,presencial - sala de reunioes do departamento,distribuicao de servico docente,2026-07-24T21:43:09.810235
813,RE: Envio de documentos,Prof. Ricardo Mendes,,,,horarios do semestre,2026-07-24T21:43:09.951294
8433,Confirmacao - distribuicao de servico docente,Professora Sofia Carvalho,,,presencial - gabinete de orientacao,distribuicao de servico docente,2026-07-24T21:43:10.088824
520,Re: Cancelamento de reuniao,Professora Ana Costa,terca as 11h,2026-03-31T11:00:00,remoto - teams,Re: Cancelamento de reuniao,2026-07-24T21:43:10.245031
6685,Re: Confirmado,Secretaria Academica,antes do seminario,,presencial - sala 2.3,processo de estagio,2026-07-24T21:43:10.397891
5864,Re: Cancelamento de reuniao,Joao Pereira,,,remoto - zoom,Re: Cancelamento de reuniao,2026-07-24T21:43:10.565149
2094,Agendamento - distribuicao de servico docente,Prof. Ricardo Mendes,amanha as 15h,2026-04-23T15:00:00,presencial - sala de reunioes do departamento,distribuicao de servico docente,2026-07-24T21:43:10.787073
